,Account,Balance Date,Transaction Value,Balance
4155,79147964,2023-02-01,102.61,1025.39
5118,79147964,2023-02-01,-52.32,973.07
2515,79147964,2023-02-02,130.9,1103.97
3731,79147964,2023-02-02,-183.83,920.14
3963,79147964,2023-02-04,210.25,1130.39
2563,79147964,2023-02-05,-63.7,1066.69
2297,79163824,2023-01-31,,938.15
1528,79163824,2023-02-01,-899.8,38.35000000000002
3761,79163824,2023-02-04,-63.81,-25.45999999999998
5301,79163824,2023-02-06,125.82,100.36000000000001
4037,79163824,2023-02-06,81.68,182.04000000000002
8108,79163824,2023-02-12,111.68,293.72
5691,79163824,2023-02-14,147.24,440.96000000000004
2298,79169988,2023-01-31,,354.01
6212,79169988,2023-02-02,136.38,490.39
8328,79169988,2023-02-06,51.53,541.92
5427,79169988,2023-02-08,-31.3,510.62
4265,79169988,2023-02-08,-102.11,408.51
4914,79169988,2023-02-09,827.3,1235.81
5992,79169988,2023-02-10,212.1,1447.9099999999999
3374,79169988,2023-02-13,58.3,1506.21
1989,79169988,2023-02-13,-93.56,1412.6499999999999
2299,79181666,2023-01-31,,600.88
6150,79181666,2023-02-04,103.33,704.21
1071,79181666,2023-02-08,-138.31,565.9
7279,79181666,2023-02-09,123.84,689.74
1490,79181666,2023-02-10,66.98,756.72
7380,79181666,2023-02-11,77.77,834.49
287,79181666,2023-02-12,108.96,943.4499999999999
4336,79181666,2023-02-14,129.59,1073.04
1572,79181666,2023-02-14,-129.29,943.75
2300,79213491,2023-01-31,,308.65
264,79213491,2023-02-03,-49.16,259.49
3965,79213491,2023-02-05,-51.72,207.76999999999998
7761,79213491,2023-02-05,-216.4,-8.630000000000024
8248,79213491,2023-02-07,-11.99,-20.620000000000026
7635,79213491,2023-02-09,-37.9,-58.520000000000024
2301,79307217,2023-01-31,,307.87
4587,79307217,2023-02-02,93.31,401.18
2677,79307217,2023-02-08,26.82,428.0
5863,79307217,2023-02-09,101.37,529.37
5490,79307217,2023-02-10,79.08,608.45
1801,79307217,2023-02-13,60.19,668.64
2302,79309039,2023-01-31,,642.08
8293,79309039,2023-02-01,-96.14,545.94
4331,79309039,2023-02-03,164.94,710.8800000000001
1185,79309039,2023-02-04,124.74,835.62
8670,79309039,2023-02-06,78.77,914.3900000000001
4959,79309039,2023-02-06,-977.0,-62.6099999999999
6888,79309039,2023-02-11,-90.71,-153.31999999999988
1726,79309039,2023-02-11,-94.31,-247.62999999999988
2303,79325967,2023-01-31,,647.65
681,79325967,2023-02-04,157.32,804.97
2304,79329254,2023-01-31,,984.43
7172,79329254,2023-02-08,-83.02,901.41
6562,79329254,2023-02-10,90.32,991.7299999999999
2298,79329254,2023-02-12,1143.7,2135.43
2727,79329254,2023-02-12,164.03,2299.46
760,79329254,2023-02-12,-95.14,2204.32
2305,79355498,2023-01-31,,132.74
6826,79355498,2023-02-01,812.6,945.34
6386,79355498,2023-02-03,-119.56,825.78
1849,79355498,2023-02-05,-74.28,751.5
3094,79355498,2023-02-06,162.2,913.7
2306,79380893,2023-01-31,,163.15
8184,79380893,2023-02-01,-63.11,100.04
5094,79380893,2023-02-02,174.74,274.78000000000003
5332,79380893,2023-02-03,119.68,394.46000000000004
4919,79380893,2023-02-03,-146.88,247.58000000000004
2199,79380893,2023-02-09,196.47,444.05000000000007
550,79380893,2023-02-12,28.61,472.66
5235,79380893,2023-02-12,-122.48,350.18000000000006
8317,79380893,2023-02-12,-160.14,190.04000000000005
2307,79415620,2023-01-31,,729.51
3855,79415620,2023-02-07,104.64,834.15
7533,79415620,2023-02-08,-113.38,720.77
5005,79415620,2023-02-10,-117.79,602.98
6643,79415620,2023-02-11,6.42,609.4
5386,79415620,2023-02-14,95.3,704.7
1521,79415620,2023-02-14,-64.1,640.6
2308,79435523,2023-01-31,,920.0
7830,79435523,2023-02-03,-17.57,902.43
1373,79435523,2023-02-04,100.66,1003.09
2217,79435523,2023-02-08,-140.73,862.36
7585,79435523,2023-02-12,91.9,954.26
8324,79435523,2023-02-13,-1397.6,-443.3399999999999
2309,79499412,2023-01-31,,159.51
5837,79499412,2023-02-01,960.8,1120.31
6673,79499412,2023-02-01,527.1,1647.4099999999999
2184,79499412,2023-02-14,43.42,1690.83
2310,79566165,2023-01-31,,64.47
1073,79566165,2023-02-01,-86.03,-21.560000000000002
8566,79566165,2023-02-04,-98.42,-119.98
2329,79566165,2023-02-05,94.95,-25.03
7446,79566165,2023-02-05,94.45,69.42
2159,79566165,2023-02-08,132.45,201.87
1336,79566165,2023-02-09,18.36,220.23000000000002
800,79566165,2023-02-11,70.24,290.47
5437,79566165,2023-02-12,-140.52,149.95
2916,79566165,2023-02-14,-86.86,63.08999999999999
2311,79566627,2023-01-31,,377.62
1665,79566627,2023-02-02,-876.4,-498.78
1874,79566627,2023-02-03,-108.13,-606.91
5884,79566627,2023-02-04,122.23,-484.67999999999995
1966,79566627,2023-02-04,-105.93,-590.61
3694,79566627,2023-02-05,-17.69,-608.3
534,79566627,2023-02-07,167.72,-440.58
7195,79566627,2023-02-08,-170.5,-611.0799999999999
5194,79566627,2023-02-09,-109.28,-720.36
2360,79566627,2023-02-12,-115.11,-835.47
4928,79566627,2023-02-13,-81.86,-917.3299999999999
6633,79566627,2023-02-14,72.35,-844.98
2312,79570236,2023-01-31,,91.66
7093,79570236,2023-02-05,-158.27,-66.61000000000001
294,79570236,2023-02-07,-101.36,-167.97000000000003
6504,79570236,2023-02-08,1168.1,1000.1299999999999
2597,79570236,2023-02-11,-1000.2,-0.07000000000016371
2313,79599747,2023-01-31,,393.28
496,79599747,2023-02-02,-57.66,335.62
7918,79599747,2023-02-03,92.94,428.55999999999995
2038,79599747,2023-02-04,109.45,538.01
2306,79599747,2023-02-06,125.59,663.6
2314,79632523,2023-01-31,,867.95
7738,79632523,2023-02-04,149.33,1017.2800000000001
7270,79632523,2023-02-04,146.68,1163.96
5222,79632523,2023-02-04,95.05,1259.01
7631,79632523,2023-02-05,-129.27,1129.74
6034,79632523,2023-02-08,93.73,1223.47
8569,79632523,2023-02-12,-910.1,313.37
2315,79656112,2023-01-31,,848.18
681,79656112,2023-02-04,-157.32,690.8599999999999
8286,79656112,2023-02-04,-199.41,491.44999999999993
2316,79656355,2023-01-31,,766.41
1291,79656355,2023-02-01,1820.3,2586.71
1586,79656355,2023-02-02,186.07,2772.7799999999997
8376,79656355,2023-02-05,-85.62,2687.16
7147,79656355,2023-02-07,68.86,2756.02
2348,79656355,2023-02-08,-115.99,2640.0299999999997
2647,79656355,2023-02-09,-49.28,2590.75
4014,79656355,2023-02-10,-165.02,2425.7299999999996
8082,79656355,2023-02-11,-57.3,2368.43
5470,79656355,2023-02-13,94.19,2462.62
7288,79656355,2023-02-14,666.1,3128.72
4583,79656355,2023-02-14,-150.19,2978.5299999999997
2317,79757019,2023-01-31,,369.26
7538,79757019,2023-02-01,-116.57,252.69
154,79757019,2023-02-04,-116.65,136.04
6493,79757019,2023-02-05,51.76,187.79999999999998
3526,79757019,2023-02-07,74.11,261.90999999999997
2483,79757019,2023-02-13,-93.14,168.76999999999998
2318,79771974,2023-01-31,,350.67
1004,79771974,2023-02-03,613.0,963.6700000000001
814,79771974,2023-02-04,159.42,1123.0900000000001
3755,79771974,2023-02-04,-104.45,1018.6400000000001
7734,79771974,2023-02-07,-98.57,920.07
6954,79771974,2023-02-09,67.76,987.83
3494,79771974,2023-02-14,-43.95,943.8800000000001
2319,79792810,2023-01-31,,505.57
2021,79792810,2023-02-02,-308.77,196.8
5182,79792810,2023-02-11,-75.1,121.70000000000002
1753,79792810,2023-02-12,98.23,219.93
5168,79792810,2023-02-12,-142.78,77.15000000000003
2320,79933337,2023-01-31,,508.79
4906,79933337,2023-02-01,84.25,593.04
2238,79933337,2023-02-02,-78.21,514.83
1370,79933337,2023-02-03,1253.8,1768.63
3523,79933337,2023-02-04,113.62,1882.25
3653,79933337,2023-02-09,-125.98,1756.27
6044,79933337,2023-02-12,-123.95,1632.32
2321,80001684,2023-01-31,,572.24
221,80001684,2023-02-05,41.33,613.57
163,80001684,2023-02-05,-539.8,73.7700000000001
2322,80005822,2023-01-31,,930.08
7648,80005822,2023-02-05,160.23,1090.31
6631,80005822,2023-02-10,90.04,1180.3500000000001
349,80005822,2023-02-10,-119.92,1060.43
174,80005822,2023-02-12,61.43,1121.8600000000001
7103,80005822,2023-02-14,756.9,1878.76
2323,80015485,2023-01-31,,310.56
4946,80015485,2023-02-05,-56.51,254.05
3099,80015485,2023-02-10,-92.86,161.19
7386,80015485,2023-02-14,153.23,314.41999999999996
2324,80040176,2023-01-31,,533.74
4429,80040176,2023-02-03,137.98,671.72
4306,80040176,2023-02-03,-94.07,577.65
8514,80040176,2023-02-07,-21.02,556.63
5914,80040176,2023-02-07,-156.4,400.23
3456,80040176,2023-02-08,110.48,510.71
4692,80040176,2023-02-11,-245.04,265.67
1801,80040176,2023-02-13,-60.19,205.48000000000002
2325,80046304,2023-01-31,,951.74
1364,80046304,2023-02-03,99.68,1051.42
2887,80046304,2023-02-03,-70.99,980.4300000000001
231,80046304,2023-02-04,53.03,1033.46
258,80046304,2023-02-04,-167.73,865.73
7254,80046304,2023-02-05,190.01,1055.74
2816,80046304,2023-02-06,-109.48,946.26
6075,80046304,2023-02-13,120.16,1066.42
4281,80046304,2023-02-14,36.6,1103.02
2326,80135904,2023-01-31,,120.34
1233,80135904,2023-02-03,993.7,1114.04
4655,80135904,2023-02-05,-92.28,1021.7600000000001
6780,80135904,2023-02-07,-86.83,934.9300000000001
6359,80135904,2023-02-08,119.48,1054.41
4284,80135904,2023-02-13,375.1,1429.5100000000002
2327,80168427,2023-01-31,,19.01
7170,80168427,2023-02-01,-81.22,-62.209999999999994
2674,80168427,2023-02-01,-181.06,-243.26999999999998
4689,80168427,2023-02-03,75.28,-167.98999999999998
2410,80168427,2023-02-04,-138.34,-306.33
6276,80168427,2023-02-06,102.2,-204.13
2328,80184223,2023-01-31,,52.59
5035,80184223,2023-02-07,-153.24,-100.65
1532,80184223,2023-02-10,195.79,95.13999999999999
1992,80184223,2023-02-12,95.71,190.84999999999997
6614,80184223,2023-02-12,-13.57,177.27999999999997
2329,80244844,2023-01-31,,774.54
7187,80244844,2023-02-01,-90.07,684.47
1854,80244844,2023-02-04,128.19,812.66
5170,80244844,2023-02-04,-115.56,697.0999999999999
1187,80244844,2023-02-04,-199.36,497.73999999999995
2595,80244844,2023-02-08,140.07,637.81
2222,80244844,2023-02-08,-149.73,488.0799999999999
3196,80244844,2023-02-09,136.3,624.38
6931,80244844,2023-02-11,139.56,763.9399999999999
8365,80244844,2023-02-11,40.81,804.75
2479,80244844,2023-02-14,51.9,856.65
2330,80283776,2023-01-31,,334.03
8602,80283776,2023-02-02,83.88,417.90999999999997
4050,80283776,2023-02-02,-148.09,269.81999999999994
4548,80283776,2023-02-06,-22.17,247.64999999999998
6996,80283776,2023-02-07,-121.67,125.97999999999996
6512,80283776,2023-02-08,92.84,218.81999999999996
6472,80283776,2023-02-08,-123.29,95.52999999999996
3368,80283776,2023-02-13,-40.02,55.509999999999955
2331,80291188,2023-01-31,,338.65
5187,80291188,2023-02-01,70.27,408.91999999999996
1571,80291188,2023-02-05,-124.52,284.4
5982,80291188,2023-02-07,38.29,322.69
171,80291188,2023-02-08,23.79,346.47999999999996
6073,80291188,2023-02-11,-71.24,275.24
7639,80291188,2023-02-11,-75.48,199.76
1023,80291188,2023-02-12,-75.56,124.19999999999997
1346,80291188,2023-02-13,111.96,236.15999999999997
2332,80304720,2023-01-31,,614.87
6708,80304720,2023-02-01,170.25,785.12
8650,80304720,2023-02-05,-68.75,716.37
2333,80325529,2023-01-31,,996.6
3131,80325529,2023-02-03,44.0,1040.6
5510,80325529,2023-02-03,-125.34,915.26
7143,80325529,2023-02-05,145.13,1060.39
1899,80325529,2023-02-05,-196.0,864.39
6025,80325529,2023-02-11,590.6,1454.99
98,80325529,2023-02-13,71.7,1526.69
2334,80355773,2023-01-31,,906.28
7160,80355773,2023-02-01,-37.94,868.3399999999999
5130,80355773,2023-02-03,122.53,990.87
249,80355773,2023-02-03,-5.38,985.49
5038,80355773,2023-02-05,-122.18,863.31
4435,80355773,2023-02-09,-82.14,781.17
6914,80355773,2023-02-13,56.91,838.0799999999999
1768,80355773,2023-02-14,-553.6,284.4799999999999
2335,80360244,2023-01-31,,658.35
129,80360244,2023-02-03,-134.13,524.22
222,80360244,2023-02-05,-83.59,440.63
4037,80360244,2023-02-06,-81.68,358.95000000000005
135,80360244,2023-02-06,-1947.3,-1588.35
1032,80360244,2023-02-07,14.81,-1573.54
2382,80360244,2023-02-09,76.61,-1496.9299999999998
2671,80360244,2023-02-10,-11.31,-1508.24
2336,80379245,2023-01-31,,793.17
7572,80379245,2023-02-01,-56.06,737.1099999999999
4635,80379245,2023-02-03,146.59,883.6999999999999
5693,80379245,2023-02-06,61.92,945.62
2646,80379245,2023-02-06,-1.58,944.04
6149,80379245,2023-02-07,106.24,1050.28
702,80379245,2023-02-08,-85.29,964.99
2171,80379245,2023-02-09,-40.77,924.2199999999999
8497,80379245,2023-02-13,107.98,1032.2
2337,80391084,2023-01-31,,466.35
8355,80391084,2023-02-03,-584.3,-117.94999999999993
6500,80391084,2023-02-06,28.34,-89.60999999999993
4175,80391084,2023-02-07,-122.13,-211.73999999999992
2504,80391084,2023-02-14,-116.9,-328.63999999999993
2338,80428983,2023-01-31,,323.32
1234,80428983,2023-02-02,-53.59,269.73
8410,80428983,2023-02-04,158.41,428.14
5121,80428983,2023-02-09,87.99,516.13
6501,80428983,2023-02-11,-58.01,458.12
3600,80428983,2023-02-12,-564.4,-106.27999999999997
5076,80428983,2023-02-13,-68.69,-174.96999999999997
1205,80428983,2023-02-13,-177.52,-352.49
6167,80428983,2023-02-14,-60.97,-413.46
2339,80439799,2023-01-31,,968.23
1541,80439799,2023-02-05,49.95,1018.1800000000001
4619,80439799,2023-02-11,62.33,1080.51
4359,80439799,2023-02-11,-156.49,924.02
5688,80439799,2023-02-14,-90.74,833.28
2340,80464084,2023-01-31,,12.73
8206,80464084,2023-02-02,145.27,158.0
1344,80464084,2023-02-03,-32.08,125.92
3909,80464084,2023-02-04,-189.06,-63.14
8595,80464084,2023-02-05,80.67,17.53
1868,80464084,2023-02-06,-70.94,-53.41
3442,80464084,2023-02-06,-213.44,-266.85
2341,80504934,2023-01-31,,759.22
8049,80504934,2023-02-04,-74.95,684.27
94,80504934,2023-02-06,165.65,849.9200000000001
3324,80504934,2023-02-11,-160.29,689.63
8430,80504934,2023-02-14,114.98,804.61
2342,80596699,2023-01-31,,47.06
2093,80596699,2023-02-01,130.93,177.99
6170,80596699,2023-02-01,123.08,301.07
8124,80596699,2023-02-03,168.33,469.40000000000003
6484,80596699,2023-02-03,91.37,560.77
4301,80596699,2023-02-04,58.03,618.8000000000001
5317,80596699,2023-02-06,85.9,704.7
560,80596699,2023-02-06,-35.38,669.32
5254,80596699,2023-02-07,48.65,717.97
6542,80596699,2023-02-13,-26.24,691.73
2343,80610910,2023-01-31,,139.54
2322,80610910,2023-02-02,-143.95,-4.409999999999997
988,80610910,2023-02-05,164.35,159.94
4027,80610910,2023-02-06,-1032.3,-872.3599999999999
4743,80610910,2023-02-07,214.17,-658.1899999999999
2344,80678427,2023-01-31,,97.72
6711,80678427,2023-02-01,102.9,200.62
3716,80678427,2023-02-01,53.43,254.05
3270,80678427,2023-02-04,-87.1,166.95000000000002
4302,80678427,2023-02-05,142.28,309.23
1229,80678427,2023-02-08,-136.73,172.50000000000003
6746,80678427,2023-02-08,-144.26,28.240000000000038
2850,80678427,2023-02-08,-1051.4,-1023.1600000000001
3450,80678427,2023-02-12,106.86,-916.3000000000001
6686,80678427,2023-02-12,-140.79,-1057.0900000000001
2263,80678427,2023-02-13,136.9,-920.19
2345,80678577,2023-01-31,,288.61
2109,80678577,2023-02-04,94.62,383.23
3316,80678577,2023-02-11,163.65,546.88
3863,80678577,2023-02-13,75.02,621.9
2346,80709302,2023-01-31,,280.92
6486,80709302,2023-02-05,144.79,425.71000000000004
8192,80709302,2023-02-11,2044.6,2470.31
2347,80747298,2023-01-31,,768.33
4069,80747298,2023-02-09,119.77,888.1
7432,80747298,2023-02-13,138.24,1026.3400000000001
2348,80758476,2023-01-31,,977.44
2117,80758476,2023-02-06,91.53,1068.97
8407,80758476,2023-02-07,-5.07,1063.9
4633,80758476,2023-02-11,171.55,1235.45
2349,80761210,2023-01-31,,545.59
7938,80761210,2023-02-01,-143.85,401.74
3434,80761210,2023-02-04,173.75,575.49
2405,80761210,2023-02-04,-160.27,415.22
2505,80761210,2023-02-07,-105.09,310.13
4659,80761210,2023-02-08,73.68,383.81000000000006
4713,80761210,2023-02-10,113.99,497.8
2350,80778066,2023-01-31,,217.49
7489,80778066,2023-02-01,-55.58,161.91000000000003
1680,80778066,2023-02-03,149.87,311.78000000000003
1340,80778066,2023-02-03,36.57,348.35
3700,80778066,2023-02-07,56.13,404.48
8564,80778066,2023-02-08,-2.72,401.76000000000005
2351,80787776,2023-01-31,,460.46
547,80787776,2023-02-01,142.26,602.72
2064,80787776,2023-02-03,72.41,675.13
6773,80787776,2023-02-03,-22.26,652.87
4252,80787776,2023-02-05,-102.9,549.9699999999999
7638,80787776,2023-02-05,-1295.5,-745.5300000000001
5571,80787776,2023-02-10,-112.36,-857.8900000000001
3607,80787776,2023-02-11,-172.5,-1030.39
3407,80787776,2023-02-14,150.42,-879.9700000000001
2352,80808205,2023-01-31,,280.92
18,80808205,2023-02-01,-88.1,192.82000000000002
6348,80808205,2023-02-02,-1082.7,-889.88
7127,80808205,2023-02-02,-1698.0,-2587.88
3633,80808205,2023-02-03,133.1,-2454.78
661,80808205,2023-02-05,73.78,-2381.0
6890,80808205,2023-02-06,-59.6,-2440.6
4174,80808205,2023-02-11,-193.89,-2634.4900000000002
6814,80808205,2023-02-13,214.61,-2419.88
3445,80808205,2023-02-13,-1017.6,-3437.48
2353,80811957,2023-01-31,,139.95
3756,80811957,2023-02-05,85.92,225.87
995,80811957,2023-02-07,-112.22,113.64999999999999
4253,80811957,2023-02-13,40.65,154.29999999999998
2354,80812213,2023-01-31,,277.14
2518,80812213,2023-02-07,-81.75,195.39
405,80812213,2023-02-07,-103.35,92.03999999999999
1739,80812213,2023-02-08,-67.93,24.109999999999985
2355,80818151,2023-01-31,,320.64
1876,80818151,2023-02-01,75.36,396.0
4180,80818151,2023-02-02,-10.1,385.9
1058,80818151,2023-02-06,436.1,822.0
2356,80877479,2023-01-31,,210.98
8129,80877479,2023-02-03,101.25,312.23
2126,80877479,2023-02-05,-112.01,200.21999999999997
7477,80877479,2023-02-06,-84.1,116.11999999999999
4096,80877479,2023-02-06,-1457.8,-1341.68
1427,80877479,2023-02-07,66.67,-1275.01
3788,80877479,2023-02-09,203.24,-1071.77
2357,80884901,2023-01-31,,453.71
8050,80884901,2023-02-05,-179.02,274.68999999999994
8107,80884901,2023-02-06,-59.73,214.95999999999998
8483,80884901,2023-02-07,-85.23,129.72999999999996
4046,80884901,2023-02-09,-128.31,1.419999999999959
8582,80884901,2023-02-11,34.89,36.30999999999996
4703,80884901,2023-02-14,61.16,97.46999999999996
2358,80889919,2023-01-31,,298.45
3198,80889919,2023-02-06,-20.39,278.06
1559,80889919,2023-02-08,130.71,408.77
2359,80938878,2023-01-31,,29.73
4668,80938878,2023-02-02,24.23,53.96
31,80938878,2023-02-08,-70.5,-16.54
7826,80938878,2023-02-12,151.29,134.75
2360,80939694,2023-01-31,,923.76
1159,80939694,2023-02-04,861.1,1784.8600000000001
997,80939694,2023-02-05,102.47,1887.33
7864,80939694,2023-02-08,66.57,1953.9
3464,80939694,2023-02-08,-79.57,1874.33
848,80939694,2023-02-13,-64.31,1810.02
2361,80940019,2023-01-31,,957.41
2021,80940019,2023-02-02,308.77,1266.1799999999998
1705,80940019,2023-02-03,-612.6,653.5799999999999
2908,80940019,2023-02-07,-301.0,352.5799999999999
2818,80940019,2023-02-11,152.11,504.68999999999994
2362,81049128,2023-01-31,,694.91
3262,81049128,2023-02-06,113.47,808.38
3289,81049128,2023-02-09,-1727.8,-919.42
4125,81049128,2023-02-10,-191.56,-1110.98
3232,81049128,2023-02-11,74.61,-1036.37
2363,81075588,2023-01-31,,297.73
504,81075588,2023-02-01,99.3,397.03000000000003
1287,81075588,2023-02-01,93.43,490.46000000000004
1099,81075588,2023-02-06,100.09,590.5500000000001
3157,81075588,2023-02-08,143.85,734.4000000000001
3158,81075588,2023-02-08,117.07,851.47
8479,81075588,2023-02-09,128.74,980.21
6224,81075588,2023-02-09,-123.35,856.86
111,81075588,2023-02-10,-167.51,689.35
1817,81075588,2023-02-10,-169.0,520.35
2341,81075588,2023-02-11,-96.34,424.01000000000005
6798,81075588,2023-02-11,-152.76,271.25000000000006
2364,81087182,2023-01-31,,861.31
4508,81087182,2023-02-04,-107.78,753.53
7085,81087182,2023-02-05,-142.19,611.3399999999999
598,81087182,2023-02-06,-136.6,474.73999999999995
5306,81087182,2023-02-09,-165.96,308.78
65,81087182,2023-02-14,153.66,462.43999999999994
2365,81099534,2023-01-31,,216.8
3617,81099534,2023-02-01,-99.68,117.12
2548,81099534,2023-02-04,138.04,255.16
6282,81099534,2023-02-11,68.14,323.3
3502,81099534,2023-02-14,-117.23,206.07
2366,81145048,2023-01-31,,290.02
7990,81145048,2023-02-02,-115.05,174.96999999999997
3646,81145048,2023-02-03,-131.54,43.43000000000001
1039,81145048,2023-02-05,859.9,903.3299999999999
864,81145048,2023-02-06,51.78,955.11
960,81145048,2023-02-09,-898.2,56.90999999999997
4620,81145048,2023-02-12,-99.41,-42.50000000000003
7975,81145048,2023-02-12,-170.71,-213.21000000000004
2367,81159651,2023-01-31,,466.71
5420,81159651,2023-02-02,-44.56,422.15
7791,81159651,2023-02-05,126.51,548.66
41,81159651,2023-02-07,55.28,603.9399999999999
8297,81159651,2023-02-08,-132.1,471.84
5535,81159651,2023-02-09,-67.99,403.84999999999997
7235,81159651,2023-02-12,-109.6,294.25
157,81159651,2023-02-13,437.5,731.75
5084,81159651,2023-02-14,-42.19,689.56
2368,81181209,2023-01-31,,828.91
4149,81181209,2023-02-02,-58.23,770.68
5973,81181209,2023-02-09,181.77,952.45
8669,81181209,2023-02-09,118.7,1071.15
4883,81181209,2023-02-09,7.44,1078.59
3652,81181209,2023-02-10,1210.3,2288.89
3826,81181209,2023-02-11,-104.35,2184.54
2369,81191580,2023-01-31,,584.56
3420,81191580,2023-02-06,-14.55,570.01
5247,81191580,2023-02-10,-145.53,424.4799999999999
788,81191580,2023-02-12,143.1,567.5799999999999
7358,81191580,2023-02-12,76.93,644.51
286,81191580,2023-02-14,-135.36,509.1499999999999
2370,81200849,2023-01-31,,479.29
5825,81200849,2023-02-03,132.53,611.82
3912,81200849,2023-02-06,63.33,675.15
1701,81200849,2023-02-06,-99.31,575.84
6000,81200849,2023-02-07,-76.35,499.49
7467,81200849,2023-02-08,9.98,509.47
7465,81200849,2023-02-11,18.39,527.86
6650,81200849,2023-02-12,-165.42,362.44000000000005
2371,81206535,2023-01-31,,452.69
5075,81206535,2023-02-05,117.78,570.47
2469,81206535,2023-02-05,84.4,654.87
458,81206535,2023-02-05,29.75,684.62
290,81206535,2023-02-08,42.59,727.21
3203,81206535,2023-02-09,-22.93,704.28
6253,81206535,2023-02-10,190.89,895.17
431,81206535,2023-02-13,47.54,942.71
188,81206535,2023-02-14,-836.0,106.71000000000004
2372,81227009,2023-01-31,,475.45
6482,81227009,2023-02-01,95.83,571.28
8580,81227009,2023-02-01,-33.49,537.79
2797,81227009,2023-02-03,90.64,628.43
966,81227009,2023-02-03,-59.28,569.15
7032,81227009,2023-02-07,91.92,661.0699999999999
442,81227009,2023-02-10,144.33,805.4
7007,81227009,2023-02-11,75.12,880.52
2817,81227009,2023-02-11,-39.39,841.13
8280,81227009,2023-02-12,541.9,1383.03
7260,81227009,2023-02-12,144.19,1527.22
6595,81227009,2023-02-13,-136.4,1390.82
8415,81227009,2023-02-14,50.66,1441.48
4142,81227009,2023-02-14,-111.15,1330.33
2373,81245588,2023-01-31,,775.87
3756,81245588,2023-02-05,-85.92,689.95
2006,81245588,2023-02-10,83.51,773.46
8423,81245588,2023-02-10,-120.39,653.07
7031,81245588,2023-02-13,69.73,722.8
7637,81245588,2023-02-14,136.73,859.53
2374,81267006,2023-01-31,,425.16
5776,81267006,2023-02-02,168.67,593.83
7924,81267006,2023-02-03,-69.26,524.57
2346,81267006,2023-02-05,107.8,632.37
6836,81267006,2023-02-10,1430.6,2062.97
4843,81267006,2023-02-10,-135.89,1927.08
2375,81336389,2023-01-31,,210.06
3475,81336389,2023-02-01,119.5,329.56
4303,81336389,2023-02-03,77.36,406.92
1335,81336389,2023-02-03,-188.47,218.45
8239,81336389,2023-02-05,-106.54,111.90999999999998
6201,81336389,2023-02-06,-109.52,2.3899999999999864
2146,81336389,2023-02-09,83.99,86.37999999999998
6328,81336389,2023-02-10,-216.08,-129.70000000000005
6569,81336389,2023-02-13,99.54,-30.16000000000001
8333,81336389,2023-02-13,-149.91,-180.07
2376,81336468,2023-01-31,,935.41
3933,81336468,2023-02-02,807.9,1743.31
1036,81336468,2023-02-02,779.9,2523.21
4403,81336468,2023-02-02,-663.6,1859.61
3732,81336468,2023-02-02,-1327.5,532.1099999999999
2461,81336468,2023-02-05,37.98,570.0899999999999
731,81336468,2023-02-06,75.77,645.8599999999999
5337,81336468,2023-02-07,127.56,773.4199999999998
1693,81336468,2023-02-09,154.98,928.3999999999999
261,81336468,2023-02-09,146.02,1074.4199999999998
2377,81337623,2023-01-31,,815.36
6005,81337623,2023-02-04,-185.63,629.73
6902,81337623,2023-02-07,183.44,813.1700000000001
7630,81337623,2023-02-10,167.13,980.3
4117,81337623,2023-02-10,101.56,1081.8600000000001
6256,81337623,2023-02-12,-26.35,1055.51
5650,81337623,2023-02-14,69.51,1125.02
2378,81340143,2023-01-31,,647.34
310,81340143,2023-02-05,103.36,750.7
6441,81340143,2023-02-09,-682.6,68.10000000000002
7574,81340143,2023-02-11,-47.38,20.72000000000002
2379,81384411,2023-01-31,,175.86
3417,81384411,2023-02-03,174.31,350.17
7401,81384411,2023-02-04,-1361.0,-1010.8299999999999
4257,81384411,2023-02-10,-63.87,-1074.6999999999998
5690,81384411,2023-02-11,67.21,-1007.4899999999999
1697,81384411,2023-02-11,-205.44,-1212.9299999999998
6390,81384411,2023-02-12,-114.27,-1327.1999999999998
2380,81398388,2023-01-31,,979.87
1681,81398388,2023-02-02,120.93,1100.8
1828,81398388,2023-02-02,15.93,1116.73
7174,81398388,2023-02-09,-115.5,1001.23
4892,81398388,2023-02-10,-97.88,903.35
3371,81398388,2023-02-13,-43.87,859.48
2381,81445756,2023-01-31,,267.66
1370,81445756,2023-02-03,-1253.8,-986.1399999999999
969,81445756,2023-02-04,-110.0,-1096.1399999999999
2382,81475774,2023-01-31,,568.11
5139,81475774,2023-02-03,-156.2,411.91
3578,81475774,2023-02-04,1059.1,1471.01
3472,81475774,2023-02-04,89.97,1560.98
4274,81475774,2023-02-07,118.92,1679.9
8563,81475774,2023-02-10,-58.79,1621.11
1815,81475774,2023-02-12,-196.98,1424.13
7249,81475774,2023-02-13,-66.54,1357.59
2383,81527490,2023-01-31,,234.05
4155,81527490,2023-02-01,-102.61,131.44
4440,81527490,2023-02-02,108.67,240.11
7646,81527490,2023-02-05,135.59,375.70000000000005
2114,81527490,2023-02-06,1.14,376.84000000000003
6975,81527490,2023-02-07,69.94,446.78000000000003
6856,81527490,2023-02-07,-17.58,429.20000000000005
5973,81527490,2023-02-09,-181.77,247.43
545,81527490,2023-02-09,-254.92,-7.489999999999981
2123,81527490,2023-02-12,174.92,167.43
5315,81527490,2023-02-13,100.05,267.48
