,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,month,file date,Purchase Price Category,Market Cap Category,Rank
954,955,Stace,McKerton,IMOS,Technology,NASDAQ,ChipMOS TECHNOLOGIES INC.,899860000.0,98999.48,10,01/10/2023,Very High,Medium,3.0
975,976,Nani,Epilet,ARRS,Technology,NASDAQ,ARRIS International plc,5440000000.0,74179.13,10,01/10/2023,High,Large,2.0
980,981,Nickey,Guinn,AAL,Transportation,NASDAQ,"American Airlines Group, Inc.",24030000000.0,99340.47,10,01/10/2023,Very High,Large,1.0
983,984,Irina,Vettore,TROV,Health Care,NASDAQ,"TrovaGene, Inc.",29240000.0,913.85,10,01/10/2023,Low,Small,1.0
14,15,Rosalinde,Foxwell,TRP,Public Utilities,NYSE,TransCanada Corporation,41810000000.0,47659.42,2,01/2/2023,Medium,Large,5.0
29,30,Pierce,Dingley,TM,Capital Goods,NYSE,Toyota Motor Corp Ltd Ord,156020000000.0,87493.53,2,01/2/2023,Very High,Huge,1.0
35,36,Ynez,Fawlks,VMW,Technology,NYSE,"Vmware, Inc.",35980000000.0,9947.23,2,01/2/2023,Low,Large,1.0
38,39,Giacopo,Raitie,MTGEP,Consumer Services,NASDAQ,MTGE Investment Corp.,52000000.0,97624.85,2,01/2/2023,Very High,Small,4.0
53,54,Care,Hamilton,MPB,Finance,NASDAQ,Mid Penn Bancorp,114750000.0,99994.68,2,01/2/2023,Very High,Medium,1.0
70,71,Caesar,Kuhn,HAS,Consumer Non-Durables,NASDAQ,"Hasbro, Inc.",13710000000.0,74026.09,2,01/2/2023,High,Large,5.0
114,115,Redd,Bault,DUK,Public Utilities,NYSE,Duke Energy Corporation,60990000000.0,9206.10,2,01/2/2023,Low,Large,2.0
121,122,Teresa,Starzaker,NXTD,Consumer Services,NASDAQ,NXT-ID Inc.,12730000.0,7618.89,2,01/2/2023,Low,Small,5.0
122,123,Somerset,Hugk,CVO,Consumer Durables,NYSE,Cenveo Inc,52170000.0,48871.85,2,01/2/2023,Medium,Small,4.0
189,190,Barnabas,McPhee,ROKA,Capital Goods,NASDAQ,"Roka Bioscience, Inc.",13520000.0,8241.49,2,01/2/2023,Low,Small,4.0
210,211,Gina,House,MNI,Consumer Services,NYSE,McClatchy Company (The),85510000.0,48567.77,2,01/2/2023,Medium,Small,5.0
214,215,Sibylla,Wilgar,THQ,,NYSE,Tekla Healthcare Opportunies Fund,772410000.0,99728.24,2,01/2/2023,Very High,Medium,2.0
216,217,Craig,Hanretty,TRK,Consumer Services,NYSE,"Speedway Motorsports, Inc.",760100000.0,94.03,2,01/2/2023,Low,Medium,3.0
229,230,Noak,Newband,AXAR,Finance,NASDAQ,Axar Acquisition Corp.,83790000.0,74010.12,2,01/2/2023,High,Small,3.0
247,248,Inesita,Gorelli,VZ,Public Utilities,NYSE,Verizon Communications Inc.,190220000000.0,39428.93,2,01/2/2023,Medium,Huge,3.0
263,264,Niel,Woolgar,SRCE,Finance,NASDAQ,1st Source Corporation,1270000000.0,74668.62,2,01/2/2023,High,Large,1.0
281,282,Damita,Pammenter,TV,Consumer Services,NYSE,Grupo Televisa S.A.,14270000000.0,901.17,2,01/2/2023,Low,Large,4.0
288,289,Giorgia,Brinkley,GLDD,Basic Industries,NASDAQ,Great Lakes Dredge & Dock Corporation,229770000.0,9113.58,2,01/2/2023,Low,Medium,4.0
309,310,Marion,Pippin,MIND,Technology,NASDAQ,"Mitcham Industries, Inc.",54280000.0,8870.85,2,01/2/2023,Low,Small,2.0
322,323,Auria,Smissen,LGCYP,Energy,NASDAQ,Legacy Reserves LP,13080000.0,95959.91,2,01/2/2023,Very High,Small,5.0
341,342,Jethro,Field,FORR,Consumer Services,NASDAQ,"Forrester Research, Inc.",700650000.0,73792.28,2,01/2/2023,High,Medium,3.0
348,349,Farley,Sancho,BEDU,Consumer Services,NYSE,Bright Scholar Education Holdings Limited,1380000000.0,98879.69,2,01/2/2023,Very High,Large,4.0
363,364,Todd,Barrowcliff,FLGT,Health Care,NASDAQ,"Fulgent Genetics, Inc.",92710000.0,98714.61,2,01/2/2023,Very High,Small,3.0
369,370,Tawnya,Blatherwick,LDR,Capital Goods,NYSE,"Landauer, Inc.",513320000.00000006,47205.61,2,01/2/2023,Medium,Medium,4.0
392,393,Drona,Rusbridge,ARCI,Consumer Services,NASDAQ,"Appliance Recycling Centers of America, Inc.",4390000.0,49738.01,2,01/2/2023,Medium,Small,1.0
405,406,Phedra,Bleckly,OBCI,Consumer Durables,NASDAQ,"Ocean Bio-Chem, Inc.",37260000.0,99288.11,2,01/2/2023,Very High,Small,1.0
409,410,Josee,Husselbee,KND,Health Care,NYSE,"Kindred Healthcare, Inc.",907720000.0,74171.85,2,01/2/2023,High,Medium,2.0
420,421,Kyle,Danilenko,MACK,Health Care,NASDAQ,"Merrimack Pharmaceuticals, Inc.",153620000.0,9648.91,2,01/2/2023,Low,Medium,2.0
430,431,Westbrook,Elegood,GSOL,Consumer Services,NASDAQ,Global Sources Ltd.,488080000.0,73554.57,2,01/2/2023,High,Medium,4.0
457,458,Cher,Sherrock,KEF,,NYSE,"Korea Equity Fund, Inc.",93020000.0,8622.34,2,01/2/2023,Low,Small,3.0
498,499,Isabelle,Maghull,ROIC,Consumer Services,NASDAQ,Retail Opportunity Investments Corp.,2150000000.0,99797.16,2,01/2/2023,Very High,Large,2.0
568,569,Marjy,Wilbraham,ENS,Consumer Non-Durables,NYSE,Enersys,3350000000.0,9086.71,2,01/2/2023,Low,Large,3.0
598,599,Zackariah,Vowden,EFOI,Consumer Durables,NASDAQ,"Energy Focus, Inc.",33570000.0,9783.02,2,01/2/2023,Low,Small,1.0
615,616,Hilly,Marcum,GNRT,Transportation,NYSE,"Gener8 Maritime, Inc.",462920000.0,48846.94,2,01/2/2023,Medium,Medium,3.0
620,621,Vallie,Rebeiro,DIS,Consumer Services,NYSE,Walt Disney Company (The),165110000000.0,64358.89,2,01/2/2023,High,Huge,2.0
626,627,Richmond,Leetham,IFEU,,NASDAQ,iShares FTSE EPRA/NAREIT Europe Index Fund,42370000.0,72093.02,2,01/2/2023,High,Small,5.0
629,630,Wileen,Headan,DGI,Consumer Services,NYSE,"DigitalGlobe, Inc",1960000000.0,98856.26,2,01/2/2023,Very High,Large,5.0
633,634,Donnell,Parlet,TQQQ,,NASDAQ,ProShares UltraPro QQQ,1720000000.0,47917.48,2,01/2/2023,Medium,Large,3.0
647,648,Luce,Blondel,CAVM,Technology,NASDAQ,"Cavium, Inc.",4480000000.0,74537.05,2,01/2/2023,High,Large,2.0
670,671,Forester,Picott,SANM,Technology,NASDAQ,Sanmina Corporation,2830000000.0,47702.06,2,01/2/2023,Medium,Large,4.0
684,685,Loy,Matijasevic,BONT,Consumer Services,NASDAQ,"The Bon-Ton Stores, Inc.",10540000.0,49262.09,2,01/2/2023,Medium,Small,3.0
689,690,Hilton,Echalier,RARX,Health Care,NASDAQ,"Ra Pharmaceuticals, Inc.",480690000.0,99180.45,2,01/2/2023,Very High,Medium,4.0
693,694,Ursola,Agget,GLBR,Finance,NASDAQ,"Global Brokerage, Inc.",12290000.0,74197.99,2,01/2/2023,High,Small,2.0
721,722,Chrissy,Castanyer,ORCL,Technology,NYSE,Oracle Corporation,185530000000.0,44152.27,2,01/2/2023,Medium,Huge,2.0
729,730,Arny,Wychard,NERV,Health Care,NASDAQ,"Minerva Neurosciences, Inc",356040000.0,98203.42,2,01/2/2023,Very High,Medium,5.0
746,747,Jocelyne,Ribchester,FCNCA,Finance,NASDAQ,"First Citizens BancShares, Inc.",4470000000.0,49184.40,2,01/2/2023,Medium,Large,2.0
749,750,Buckie,Simenon,TWTR,Technology,NYSE,"Twitter, Inc.",12180000000.0,74088.77,2,01/2/2023,High,Large,4.0
794,795,Karon,Avramovitz,KHC,Consumer Non-Durables,NASDAQ,The Kraft Heinz Company,108870000000.0,70939.69,2,01/2/2023,High,Huge,1.0
801,802,Morse,Vinecombe,ENS,Consumer Non-Durables,NYSE,Enersys,3350000000.0,99299.19,2,01/2/2023,Very High,Large,3.0
805,806,Mendie,Woodstock,CORE,Consumer Non-Durables,NASDAQ,"Core-Mark Holding Company, Inc.",1590000000.0,99979.04,2,01/2/2023,Very High,Large,1.0
823,824,Janaya,Mothersdale,GRID,,NASDAQ,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,21910000.0,74505.88,2,01/2/2023,High,Small,1.0
830,831,Deonne,Podbury,AKER,Health Care,NASDAQ,Akers Biosciences Inc,11120000.0,49686.26,2,01/2/2023,Medium,Small,2.0
867,868,Iggy,Serjeantson,CSS,Consumer Services,NYSE,"CSS Industries, Inc.",242370000.0,8625.74,2,01/2/2023,Low,Medium,5.0
875,876,Allison,Pash,STLR,Finance,NASDAQ,Stellar Acquisition III Inc.,90190000.0,99129.78,2,01/2/2023,Very High,Small,2.0
896,897,Bealle,Coare,ASFI,Finance,NASDAQ,"Asta Funding, Inc.",56440000.0,72561.29,2,01/2/2023,High,Small,4.0
907,908,Shawn,Palin,OMNT,Miscellaneous,NASDAQ,"Ominto, Inc.",151540000.0,73396.07,2,01/2/2023,High,Medium,5.0
913,914,Bessie,Gautrey,VVUS,Health Care,NASDAQ,"VIVUS, Inc.",121540000.0,45993.62,2,01/2/2023,Medium,Medium,5.0
916,917,Agathe,Hoble,SORL,Capital Goods,NASDAQ,"SORL Auto Parts, Inc.",134750000.0,9692.69,2,01/2/2023,Low,Medium,1.0
921,922,Ellerey,Athow,FENG,Consumer Services,NYSE,Phoenix New Media Limited,203150000.0,49434.62,2,01/2/2023,Medium,Medium,1.0
923,924,Leila,Gilchrist,V,Miscellaneous,NYSE,Visa Inc.,217120000000.0,34556.47,2,01/2/2023,Medium,Huge,4.0
924,925,Fonzie,Huggett,EVHC,Health Care,NYSE,Envision Healthcare Corporation,6890000000.0,74347.83,2,01/2/2023,High,Large,3.0
927,928,Hogan,Spores,CSTE,Capital Goods,NASDAQ,Caesarstone Ltd.,1170000000.0,8662.36,2,01/2/2023,Low,Large,5.0
939,940,Demetris,Burnsides,ASMB,Health Care,NASDAQ,"Assembly Biosciences, Inc.",377450000.0,99224.20,2,01/2/2023,Very High,Medium,3.0
948,949,Winslow,Pentecost,QUOT,Consumer Services,NYSE,Quotient Technology Inc.,1040000000.0,49737.92,2,01/2/2023,Medium,Large,1.0
956,957,Tadeas,Woolis,HD,Consumer Services,NYSE,"Home Depot, Inc. (The)",187270000000.0,11127.23,2,01/2/2023,Low,Huge,1.0
971,972,Zorana,Vernalls,APTI,Technology,NASDAQ,"Apptio, Inc.",654410000.0,74931.58,2,01/2/2023,High,Medium,1.0
975,976,Linoel,Artis,DRRX,Health Care,NASDAQ,DURECT Corporation,185980000.0,48977.73,2,01/2/2023,Medium,Medium,2.0
980,981,Winifield,Sibbet,V,Miscellaneous,NYSE,Visa Inc.,217120000000.0,47838.95,2,01/2/2023,Medium,Huge,1.0
17,18,Steffane,Giacopello,MRK,Health Care,NYSE,"Merck & Company, Inc.",172230000000.0,85268.38,3,01/3/2023,Very High,Huge,2.0
40,41,Penn,Zanazzi,INTC,Technology,NASDAQ,Intel Corporation,165800000000.0,63780.91,3,01/3/2023,High,Huge,4.0
114,115,Hervey,Moyes,TLLP,Energy,NYSE,Tesoro Logistics LP,5260000000.0,9638.11,3,01/3/2023,Low,Large,4.0
133,134,Jerrome,Sailes,ECHO,Transportation,NASDAQ,"Echo Global Logistics, Inc.",594580000.0,49856.99,3,01/3/2023,Medium,Medium,2.0
147,148,Arline,Croce,MAV,,NYSE,Pioneer Municipal High Income Advantage Trust,278180000.0,9352.18,3,01/3/2023,Low,Medium,3.0
160,161,Bettye,Woolam,TM,Capital Goods,NYSE,Toyota Motor Corp Ltd Ord,156020000000.0,32917.59,3,01/3/2023,Medium,Huge,1.0
161,162,Barnebas,Sapshed,SNY,Health Care,NYSE,Sanofi,123340000000.0,71475.09,3,01/3/2023,High,Huge,2.0
172,173,Maribelle,Jambrozek,XCO,Energy,NYSE,EXCO Resources NL,79360000.0,7924.78,3,01/3/2023,Low,Small,3.0
176,177,Almeta,Halahan,ROYT,Energy,NYSE,Pacific Coast Oil Trust,61730000.0,99754.65,3,01/3/2023,Very High,Small,1.0
187,188,Rosetta,Lantiff,FAD,,NASDAQ,First Trust Multi Cap Growth AlphaDEX Fund,98940000.0,7643.54,3,01/3/2023,Low,Small,4.0
196,197,Maritsa,Dossantos,PATK,Basic Industries,NASDAQ,"Patrick Industries, Inc.",1270000000.0,49182.58,3,01/3/2023,Medium,Large,4.0
199,200,Stephi,Girdler,KEYS,Capital Goods,NYSE,Keysight Technologies Inc.,7040000000.0,73202.42,3,01/3/2023,High,Large,3.0
226,227,Flss,Simakov,UNH,Health Care,NYSE,UnitedHealth Group Incorporated,175030000000.0,17656.83,3,01/3/2023,Low,Huge,2.0
246,247,Faydra,Lawday,FSBW,Finance,NASDAQ,"FS Bancorp, Inc.",139320000.0,49918.12,3,01/3/2023,Medium,Medium,1.0
253,254,Dougie,Divis,FLXN,Health Care,NASDAQ,"Flexion Therapeutics, Inc.",546870000.0,48000.52,3,01/3/2023,Medium,Medium,5.0
261,262,Carlota,MattiCCI,PAA,Energy,NYSE,"Plains All American Pipeline, L.P.",17990000000.0,73912.72,3,01/3/2023,High,Large,2.0
265,266,Reggis,Sheryn,KHC,Consumer Non-Durables,NASDAQ,The Kraft Heinz Company,108870000000.0,29722.35,3,01/3/2023,Medium,Huge,2.0
293,294,Estel,Lohmeyer,BPT,Energy,NYSE,BP Prudhoe Bay Royalty Trust,445120000.0,99716.89,3,01/3/2023,Very High,Medium,2.0
307,308,Orelie,Spall,MLNX,Technology,NASDAQ,"Mellanox Technologies, Ltd.",2160000000.0,98340.82,3,01/3/2023,Very High,Large,4.0
309,310,Jarrett,Bauman,SPNC,Health Care,NASDAQ,The Spectranetics Corporation,1300000000.0,48883.70,3,01/3/2023,Medium,Large,5.0
311,312,Batholomew,Keats,LDOS,Technology,NYSE,"Leidos Holdings, Inc.",8150000000.0,9902.23,3,01/3/2023,Low,Large,1.0
331,332,Esdras,Olander,WETF,Finance,NASDAQ,"WisdomTree Investments, Inc.",1360000000.0,49538.72,3,01/3/2023,Medium,Large,1.0
333,334,Zane,Royans,EVHC,Health Care,NYSE,Envision Healthcare Corporation,6890000000.0,49371.25,3,01/3/2023,Medium,Large,2.0
345,346,Inge,Dawidowsky,CAMT,Capital Goods,NASDAQ,Camtek Ltd.,197240000.0,74129.42,3,01/3/2023,High,Medium,5.0
349,350,Madelle,Castillou,TROV,Health Care,NASDAQ,"TrovaGene, Inc.",29240000.0,96244.27,3,01/3/2023,Very High,Small,5.0
395,396,Livvy,Irving,FORD,Consumer Non-Durables,NASDAQ,"Forward Industries, Inc.",9570000.0,99382.92,3,01/3/2023,Very High,Small,2.0
397,398,Harri,Jackson,WIA,,NYSE,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,327090000.0,9669.38,3,01/3/2023,Low,Medium,1.0
412,413,Phebe,McKew,MSFT,Technology,NASDAQ,Microsoft Corporation,540440000000.00006,64599.58,3,01/3/2023,High,Huge,3.0
433,434,Oberon,Shemming,BCTF,Finance,NASDAQ,"Bancorp 34, Inc.",47360000.0,97804.66,3,01/3/2023,Very High,Small,3.0
446,447,Michaella,Kennerknecht,EACQ,Capital Goods,NASDAQ,Easterly Acquisition Corp.,251250000.0,99678.28,3,01/3/2023,Very High,Medium,3.0
461,462,Bron,Taysbil,CXE,,NYSE,Colonial High Income Municipal Trust,165710000.0,48172.35,3,01/3/2023,Medium,Medium,4.0
472,473,Antonino,Laxen,SNAK,Consumer Non-Durables,NASDAQ,"Inventure Foods, Inc.",83670000.0,69625.70,3,01/3/2023,High,Small,5.0
497,498,Liz,Mechell,HXL,Basic Industries,NYSE,Hexcel Corporation,4680000000.0,98925.83,3,01/3/2023,Very High,Large,2.0
510,511,Kenton,Bernardy,AMMA,Consumer Services,NASDAQ,"Alliance MMA, Inc.",10910000.0,96568.65,3,01/3/2023,Very High,Small,4.0
516,517,Gaultiero,Mountfort,AKAO,Health Care,NASDAQ,"Achaogen, Inc.",890000000.0,74668.20,3,01/3/2023,High,Medium,1.0
526,527,Huberto,Gentsch,NHI,Consumer Services,NYSE,"National Health Investors, Inc.",3200000000.0,9445.46,3,01/3/2023,Low,Large,5.0
527,528,Gabby,Goldston,ELTK,Technology,NASDAQ,Eltek Ltd.,6800000.0,74326.92,3,01/3/2023,High,Small,2.0
532,533,Cassandre,Odom,IVTY,Health Care,NASDAQ,"Invuity, Inc.",104390000.0,74555.12,3,01/3/2023,High,Medium,2.0
549,550,Horacio,Christall,CREG,Miscellaneous,NASDAQ,China Recycling Energy Corporation,11630000.0,72425.08,3,01/3/2023,High,Small,3.0
552,553,Devan,Gladebeck,ABCO,Consumer Services,NASDAQ,The Advisory Board Company,2089999999.9999998,9665.63,3,01/3/2023,Low,Large,3.0
555,556,Javier,Pablo,ACM,Consumer Services,NYSE,AECOM,5080000000.0,98201.59,3,01/3/2023,Very High,Large,5.0
585,586,Donny,Kacheler,SHO,Consumer Services,NYSE,"Sunstone Hotel Investors, Inc.",3650000000.0,74811.27,3,01/3/2023,High,Large,1.0
588,589,Ramonda,Tomowicz,UVV,Consumer Services,NYSE,Universal Corporation,1680000000.0,98894.56,3,01/3/2023,Very High,Large,3.0
597,598,Zsa zsa,O'Conor,NKTR,Health Care,NASDAQ,Nektar Therapeutics,2820000000.0,73093.40,3,01/3/2023,High,Large,4.0
619,620,Nicko,Edmands,IFN,,NYSE,"India Fund, Inc. (The)",774330000.0,99498.54,3,01/3/2023,Very High,Medium,5.0
630,631,Baxie,Leather,ANIP,Health Care,NASDAQ,"ANI Pharmaceuticals, Inc.",527440000.00000006,9196.66,3,01/3/2023,Low,Medium,4.0
632,633,Jolie,Paaso,PLOW,Capital Goods,NYSE,"Douglas Dynamics, Inc.",689020000.0,8964.96,3,01/3/2023,Low,Medium,5.0
662,663,Mirabella,Liversley,EPZM,Health Care,NASDAQ,"Epizyme, Inc.",796590000.0,99543.14,3,01/3/2023,Very High,Medium,4.0
665,666,Ninette,Roalfe,EFX,Finance,NYSE,"Equifax, Inc.",17140000000.0,72971.97,3,01/3/2023,High,Large,5.0
681,682,Archibald,Cockrill,LLL,Technology,NYSE,"L3 Technologies, Inc.",13000000000.0,979.37,3,01/3/2023,Low,Large,2.0
697,698,Etienne,Hazleton,HON,Capital Goods,NYSE,Honeywell International Inc.,102630000000.0,77741.94,3,01/3/2023,Very High,Huge,3.0
705,706,Pansie,Kloska,ZBIO,,NASDAQ,ProShares UltraPro Short NASDAQ Biotechnology,6580000.0,70276.45,3,01/3/2023,High,Small,4.0
711,712,Angelina,Lotte,AAPL,Technology,NASDAQ,Apple Inc.,741770000000.0,72661.97,3,01/3/2023,High,Huge,1.0
713,714,Christel,Genthner,NVFY,Consumer Durables,NASDAQ,"Nova Lifestyle, Inc",37750000.0,5026.22,3,01/3/2023,Low,Small,5.0
722,723,Adena,Di Franceschi,TOWR,Capital Goods,NYSE,"Tower International, Inc.",446680000.0,48380.45,3,01/3/2023,Medium,Medium,3.0
726,727,De witt,Hazel,RMCF,Consumer Non-Durables,NASDAQ,"Rocky Mountain Chocolate Factory, Inc.",68380000.0,47373.07,3,01/3/2023,Medium,Small,4.0
739,740,Babbette,Cusack,DLNG,Consumer Services,NYSE,Dynagas LNG Partners LP,517440000.00000006,99739.70,3,01/3/2023,Very High,Medium,1.0
751,752,Aili,Phillput,WFC,Finance,NYSE,Wells Fargo & Company,269310000000.0,23692.96,3,01/3/2023,Low,Huge,1.0
785,786,Hillyer,Brownsett,NVS,Health Care,NYSE,Novartis AG,191210000000.0,99934.21,3,01/3/2023,Very High,Huge,1.0
838,839,Deni,Picopp,VRIG,,NASDAQ,PowerShares Variable Rate Investment Grade Portfolio,69290000.0,74913.42,3,01/3/2023,High,Small,1.0
855,856,Omero,Tasseler,STRM,Technology,NASDAQ,"Streamline Health Solutions, Inc.",21440000.0,46658.42,3,01/3/2023,Medium,Small,5.0
867,868,Karrah,Tavener,TUTT,,NASDAQ,Tuttle Tactical Management U.S. Core ETF,54070000.0,47968.81,3,01/3/2023,Medium,Small,3.0
911,912,Avery,Fuente,OSG,Transportation,NYSE,"Overseas Shipholding Group, Inc.",192450000.0,74348.08,3,01/3/2023,High,Medium,3.0
912,913,Lib,Narramor,CAL,Consumer Non-Durables,NYSE,"Caleres, Inc.",1150000000.0,99457.94,3,01/3/2023,Very High,Large,1.0
927,928,Bailie,Laslett,INOV,Technology,NASDAQ,"Inovalon Holdings, Inc.",1990000000.0,49224.41,3,01/3/2023,Medium,Large,3.0
941,942,Theo,Cawkwell,ICAD,Health Care,NASDAQ,icad inc.,68610000.0,9832.00,3,01/3/2023,Low,Small,1.0
965,966,Dalenna,Armand,SBOT,Health Care,NASDAQ,"Stellar Biotechnologies, Inc.",11350000.0,49483.58,3,01/3/2023,Medium,Small,1.0
966,967,Serena,Kovalski,ORCL,Technology,NYSE,Oracle Corporation,185530000000.0,62188.07,3,01/3/2023,High,Huge,5.0
970,971,Legra,Souter,MTP,Health Care,NASDAQ,Midatech Pharma PLC,65989999.99999999,8094.73,3,01/3/2023,Low,Small,2.0
976,977,Wendeline,Trathan,ARCW,Capital Goods,NASDAQ,"ARC Group Worldwide, Inc.",61780000.0,48341.36,3,01/3/2023,Medium,Small,2.0
977,978,Garald,Crollman,MGPI,Consumer Non-Durables,NASDAQ,"MGP Ingredients, Inc.",865570000.0,9521.13,3,01/3/2023,Low,Medium,2.0
995,996,Flo,Forton,OXFD,Health Care,NASDAQ,Oxford Immunotec Global PLC,344130000.0,74208.39,3,01/3/2023,High,Medium,4.0
5,6,Vladamir,Frew,FITB,Finance,NASDAQ,Fifth Third Bancorp,19110000000.0,9543.43,11,01/11/2023,Low,Large,1.0
6,7,Debora,Jehaes,PGTI,Capital Goods,NASDAQ,"PGT Innovations, Inc.",610360000.0,99504.15,11,01/11/2023,Very High,Medium,4.0
78,79,Hali,Chuck,GRIF,Finance,NASDAQ,"Griffin Industrial Realty, Inc.",157670000.0,8453.17,11,01/11/2023,Low,Medium,5.0
104,105,Oliy,Bingley,CMCSA,Consumer Services,NASDAQ,Comcast Corporation,195790000000.0,51843.86,11,01/11/2023,High,Huge,5.0
111,112,Abbye,Siddle,JSYN,Finance,NASDAQ,Jensyn Acquistion Corp.,52880000.0,97741.45,11,01/11/2023,Very High,Small,4.0
125,126,Celinda,Dafydd,MBFIP,Finance,NASDAQ,MB Financial Inc.,104920000.0,72881.21,11,01/11/2023,High,Medium,5.0
129,130,Trula,Sailer,DTUS,Finance,NASDAQ,iPath US Treasury 2-year Bear ETN,8000000.0,981.92,11,01/11/2023,Low,Small,1.0
137,138,Kerwin,Circuit,FCN,Consumer Services,NYSE,"FTI Consulting, Inc.",1340000000.0,73375.47,11,01/11/2023,High,Large,3.0
147,148,Sylvester,Chapleo,OCRX,Health Care,NASDAQ,"Ocera Therapeutics, Inc.",25450000.0,48633.57,11,01/11/2023,Medium,Small,3.0
189,190,Bethanne,Fowle,YRD,Finance,NYSE,Yirendai Ltd.,1410000000.0,9054.49,11,01/11/2023,Low,Large,5.0
208,209,Goddart,Canner,ICFI,Consumer Services,NASDAQ,"ICF International, Inc.",882650000.0,48226.04,11,01/11/2023,Medium,Medium,4.0
213,214,Leigh,Razzell,IDRA,Health Care,NASDAQ,"Idera Pharmaceuticals, Inc.",237150000.0,49278.33,11,01/11/2023,Medium,Medium,1.0
216,217,Ariana,Sulman,PN,Finance,NYSE,"Patriot National, Inc.",64459999.99999999,49231.68,11,01/11/2023,Medium,Small,2.0
239,240,Lionel,Carreyette,MRTN,Transportation,NASDAQ,"Marten Transport, Ltd.",905460000.0,73840.42,11,01/11/2023,High,Medium,1.0
242,243,Roxine,D'Elias,PG,Basic Industries,NYSE,Procter & Gamble Company (The),229320000000.0,68764.33,11,01/11/2023,High,Huge,2.0
244,245,Padraic,Doerling,RELY,Consumer Non-Durables,NASDAQ,"Real Industry, Inc. ",90880000.0,99981.80,11,01/11/2023,Very High,Small,1.0
274,275,Caria,Cockburn,INTC,Technology,NASDAQ,Intel Corporation,165800000000.0,39922.37,11,01/11/2023,Medium,Huge,2.0
297,298,Blondy,Duggon,FMY,,NYSE,First Trust,59410000.0,73973.29,11,01/11/2023,High,Small,3.0
300,301,Berky,Backen,ADRO,Health Care,NASDAQ,"Aduro Biotech, Inc.",737590000.0,8837.52,11,01/11/2023,Low,Medium,4.0
301,302,Pamella,Conrart,CHL,Public Utilities,NYSE,China Mobile (Hong Kong) Ltd.,220680000000.0,29071.16,11,01/11/2023,Medium,Huge,3.0
306,307,Finlay,Warlton,DJCO,Consumer Services,NASDAQ,Daily Journal Corp. (S.C.),295190000.0,9464.45,11,01/11/2023,Low,Medium,1.0
328,329,Mona,Fills,HMN,Finance,NYSE,Horace Mann Educators Corporation,1590000000.0,906.91,11,01/11/2023,Low,Large,4.0
334,335,Colman,Lewens,SNDX,Health Care,NASDAQ,"Syndax Pharmaceuticals, Inc.",204470000.0,99626.29,11,01/11/2023,Very High,Medium,2.0
350,351,Virgilio,Sindall,AKR,Consumer Services,NYSE,Acadia Realty Trust,2350000000.0,9521.54,11,01/11/2023,Low,Large,2.0
391,392,Leonora,Darell,WHLM,Consumer Services,NASDAQ,"Wilhelmina International, Inc.",38750000.0,969.42,11,01/11/2023,Low,Small,2.0
413,414,Erhard,Codling,R,Consumer Services,NYSE,"Ryder System, Inc.",3600000000.0,49457.52,11,01/11/2023,Medium,Large,2.0
417,418,Querida,Benka,NDLS,Consumer Services,NASDAQ,Noodles & Company,154070000.0,9206.00,11,01/11/2023,Low,Medium,3.0
420,421,Marge,Hamper,AGND,,NASDAQ,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,12990000.0,74862.48,11,01/11/2023,High,Small,1.0
424,425,Kenon,Piell,DHX,Miscellaneous,NYSE,"DHI Group, Inc.",128990000.00000001,72988.63,11,01/11/2023,High,Medium,4.0
439,440,Katey,Tousey,MO,Consumer Non-Durables,NYSE,Altria Group,149280000000.0,64346.84,11,01/11/2023,High,Huge,3.0
449,450,Lynnea,O'Hear,IFEU,,NASDAQ,iShares FTSE EPRA/NAREIT Europe Index Fund,42370000.0,47671.06,11,01/11/2023,Medium,Small,4.0
461,462,Clayton,Santacrole,FSBW,Finance,NASDAQ,"FS Bancorp, Inc.",139320000.0,9344.39,11,01/11/2023,Low,Medium,2.0
477,478,Dani,Neem,KANG,Health Care,NASDAQ,"iKang Healthcare Group, Inc.",980680000.0,99531.82,11,01/11/2023,Very High,Medium,3.0
500,501,Harwilll,Escreet,CHFS,Health Care,NASDAQ,"CHF Solutions, Inc.",5220000.0,97660.22,11,01/11/2023,Very High,Small,5.0
509,510,Sutherland,Roblett,VGSH,,NASDAQ,Vanguard Short-Term Government ETF,1460000000.0,73877.62,11,01/11/2023,High,Large,2.0
521,522,Jarrad,Stallibrass,VXUS,,NASDAQ,Vanguard Total International Stock ETF,8570000000.0,73332.32,11,01/11/2023,High,Large,4.0
579,580,Ninette,Finnemore,RUTH,Consumer Services,NASDAQ,"Ruth's Hospitality Group, Inc.",708870000.0,48069.14,11,01/11/2023,Medium,Medium,5.0
593,594,Flory,Wase,LKOR,,NASDAQ,FlexShares Credit-Scored US Long Corporate Bond Index Fund,13340000.0,98672.32,11,01/11/2023,Very High,Small,3.0
600,601,Dyna,Comber,TIF,Consumer Services,NYSE,Tiffany & Co.,11480000000.0,73225.24,11,01/11/2023,High,Large,5.0
641,642,Krispin,Kareman,CHSCN,Consumer Services,NASDAQ,CHS Inc,497620000.0,99252.74,11,01/11/2023,Very High,Medium,5.0
