,Rank,id,Student_Name,Date,Term,GPA,3 Term GPA Moving
1178,1178,459,Lionello Kinnock,2021-03-16,Term 2,5.75,4.58
1179,1179,459,Lionello Kinnock,2021-06-01,Term 3,5.25,5.0
1180,1180,459,Lionello Kinnock,2021-12-16,Term 4,5.0,5.33
1181,1181,459,Lionello Kinnock,2022-03-16,Term 5,7.75,6.0
1182,1182,459,Lionello Kinnock,2022-06-16,Term 6,6.5,6.42
1183,1183,75,Lindsay Caunter,2020-12-16,Term 1,3.5,4.42
1184,1184,75,Lindsay Caunter,2021-03-16,Term 2,3.5,4.25
1185,1185,75,Lindsay Caunter,2021-06-01,Term 3,7.0,4.67
1186,1186,75,Lindsay Caunter,2021-12-16,Term 4,4.0,4.83
1187,1187,75,Lindsay Caunter,2022-03-16,Term 5,5.5,5.5
1188,1188,75,Lindsay Caunter,2022-06-16,Term 6,4.25,4.58
1189,1189,374,Lincoln Ximenez,2020-12-16,Term 1,5.75,5.25
1190,1190,374,Lincoln Ximenez,2021-03-16,Term 2,5.25,5.17
1191,1191,374,Lincoln Ximenez,2021-06-01,Term 3,6.5,5.83
1192,1192,374,Lincoln Ximenez,2021-12-16,Term 4,1.25,4.33
1193,1193,374,Lincoln Ximenez,2022-03-16,Term 5,3.0,3.58
1194,1194,374,Lincoln Ximenez,2022-06-16,Term 6,8.0,4.08
1195,1195,292,Lily Clutheram,2020-12-16,Term 1,6.0,5.83
1196,1196,292,Lily Clutheram,2021-03-16,Term 2,4.75,5.33
1197,1197,292,Lily Clutheram,2021-06-01,Term 3,7.75,6.17
1198,1198,292,Lily Clutheram,2021-12-16,Term 4,6.0,6.17
1199,1199,292,Lily Clutheram,2022-03-16,Term 5,6.5,6.75
1200,1200,292,Lily Clutheram,2022-06-16,Term 6,5.0,5.83
1201,1201,192,Lilli Itzakson,2020-12-16,Term 1,5.25,4.58
1202,1202,192,Lilli Itzakson,2021-03-16,Term 2,5.25,4.67
1203,1203,192,Lilli Itzakson,2021-06-01,Term 3,3.5,4.67
1204,1204,192,Lilli Itzakson,2021-12-16,Term 4,4.5,4.42
1205,1205,192,Lilli Itzakson,2022-03-16,Term 5,4.5,4.17
1206,1206,192,Lilli Itzakson,2022-06-16,Term 6,6.5,5.17
1207,1207,199,Lilia Faireclough,2020-12-16,Term 1,5.25,5.75
1208,1208,199,Lilia Faireclough,2021-03-16,Term 2,4.0,4.92
1209,1209,199,Lilia Faireclough,2021-06-01,Term 3,6.0,5.08
1210,1210,199,Lilia Faireclough,2021-12-16,Term 4,4.0,4.67
1211,1211,199,Lilia Faireclough,2022-03-16,Term 5,6.75,5.58
1212,1212,199,Lilia Faireclough,2022-06-16,Term 6,5.0,5.25
1213,1213,117,Lief Pragnall,2020-12-16,Term 1,3.5,5.33
1214,1214,117,Lief Pragnall,2021-03-16,Term 2,5.5,5.08
1215,1215,117,Lief Pragnall,2021-06-01,Term 3,5.75,4.92
1216,1216,117,Lief Pragnall,2021-12-16,Term 4,2.25,4.5
1217,1217,117,Lief Pragnall,2022-03-16,Term 5,4.75,4.25
1218,1218,117,Lief Pragnall,2022-06-16,Term 6,2.5,3.17
1219,1219,284,Levy Alekhov,2020-12-16,Term 1,4.25,4.83
1220,1220,284,Levy Alekhov,2021-03-16,Term 2,5.25,5.0
1221,1221,284,Levy Alekhov,2021-06-01,Term 3,4.5,4.67
1222,1222,284,Levy Alekhov,2021-12-16,Term 4,6.0,5.25
1223,1223,284,Levy Alekhov,2022-03-16,Term 5,4.5,5.0
1224,1224,284,Levy Alekhov,2022-06-16,Term 6,5.25,5.25
1225,1225,50,Levin Gillean,2020-12-16,Term 1,5.5,6.5
1226,1226,50,Levin Gillean,2021-03-16,Term 2,5.25,6.0
1227,1227,50,Levin Gillean,2021-06-01,Term 3,7.5,6.08
1228,1228,50,Levin Gillean,2021-12-16,Term 4,5.0,5.92
1229,1229,50,Levin Gillean,2022-03-16,Term 5,8.5,7.0
1230,1230,50,Levin Gillean,2022-06-16,Term 6,7.0,6.83
1231,1231,116,Lesly Curedell,2020-12-16,Term 1,3.5,4.92
1232,1232,116,Lesly Curedell,2021-03-16,Term 2,4.5,4.67
1233,1233,116,Lesly Curedell,2021-06-01,Term 3,4.0,4.0
1234,1234,116,Lesly Curedell,2021-12-16,Term 4,7.25,5.25
1235,1235,116,Lesly Curedell,2022-03-16,Term 5,6.25,5.83
1236,1236,116,Lesly Curedell,2022-06-16,Term 6,6.25,6.58
1237,1237,229,Leodora Elliot,2020-12-16,Term 1,6.25,5.17
1238,1238,229,Leodora Elliot,2021-03-16,Term 2,4.25,5.0
1239,1239,229,Leodora Elliot,2021-06-01,Term 3,5.0,5.17
1240,1240,229,Leodora Elliot,2021-12-16,Term 4,7.75,5.67
1241,1241,229,Leodora Elliot,2022-03-16,Term 5,2.25,5.0
1242,1242,229,Leodora Elliot,2022-06-16,Term 6,4.25,4.75
1243,1243,127,Lemar Mouth,2020-12-16,Term 1,5.0,5.33
1244,1244,127,Lemar Mouth,2021-03-16,Term 2,3.25,4.17
1245,1245,127,Lemar Mouth,2021-06-01,Term 3,3.5,3.92
1246,1246,127,Lemar Mouth,2021-12-16,Term 4,2.75,3.17
1247,1247,127,Lemar Mouth,2022-03-16,Term 5,5.75,4.0
1248,1248,127,Lemar Mouth,2022-06-16,Term 6,4.25,4.25
1249,1249,440,Lebbie Ride,2020-12-16,Term 1,4.5,5.08
1250,1250,440,Lebbie Ride,2021-03-16,Term 2,5.75,4.67
1251,1251,440,Lebbie Ride,2021-06-01,Term 3,6.25,5.5
1252,1252,440,Lebbie Ride,2021-12-16,Term 4,2.75,4.92
1253,1253,440,Lebbie Ride,2022-03-16,Term 5,7.5,5.5
1254,1254,440,Lebbie Ride,2022-06-16,Term 6,3.0,4.42
1255,1255,446,Layton Gell,2020-12-16,Term 1,2.25,4.08
1256,1256,446,Layton Gell,2021-03-16,Term 2,5.0,3.67
1257,1257,446,Layton Gell,2021-06-01,Term 3,5.75,4.33
1258,1258,446,Layton Gell,2021-12-16,Term 4,4.25,5.0
1259,1259,446,Layton Gell,2022-03-16,Term 5,4.0,4.67
1260,1260,446,Layton Gell,2022-06-16,Term 6,4.75,4.33
1261,1261,299,Lauralee McAllan,2020-12-16,Term 1,3.75,4.5
1262,1262,299,Lauralee McAllan,2021-03-16,Term 2,4.25,4.75
1263,1263,299,Lauralee McAllan,2021-06-01,Term 3,4.5,4.17
1264,1264,299,Lauralee McAllan,2021-12-16,Term 4,3.75,4.17
1265,1265,299,Lauralee McAllan,2022-03-16,Term 5,5.75,4.67
1266,1266,299,Lauralee McAllan,2022-06-16,Term 6,4.75,4.75
1267,1267,464,Lark A'field,2020-12-16,Term 1,4.75,5.17
1268,1268,464,Lark A'field,2021-03-16,Term 2,4.75,4.75
1269,1269,464,Lark A'field,2021-06-01,Term 3,4.5,4.67
1270,1270,464,Lark A'field,2021-12-16,Term 4,3.75,4.33
1271,1271,464,Lark A'field,2022-03-16,Term 5,4.25,4.17
1272,1272,464,Lark A'field,2022-06-16,Term 6,5.25,4.42
1273,1273,411,Lanette Slyde,2020-12-16,Term 1,4.5,4.33
1274,1274,411,Lanette Slyde,2021-03-16,Term 2,4.5,4.25
1275,1275,411,Lanette Slyde,2021-06-01,Term 3,4.25,4.42
1276,1276,411,Lanette Slyde,2021-12-16,Term 4,5.5,4.75
1277,1277,411,Lanette Slyde,2022-03-16,Term 5,2.75,4.17
1278,1278,411,Lanette Slyde,2022-06-16,Term 6,6.75,5.0
1279,1279,370,Lanae Boughtflower,2020-12-16,Term 1,5.25,5.08
1280,1280,370,Lanae Boughtflower,2021-03-16,Term 2,5.5,5.17
1281,1281,370,Lanae Boughtflower,2021-06-01,Term 3,3.75,4.83
1282,1282,370,Lanae Boughtflower,2021-12-16,Term 4,5.75,5.0
1283,1283,370,Lanae Boughtflower,2022-03-16,Term 5,4.75,4.75
1284,1284,370,Lanae Boughtflower,2022-06-16,Term 6,5.75,5.42
1285,1285,297,Lamont Judron,2020-12-16,Term 1,4.75,4.75
1286,1286,297,Lamont Judron,2021-03-16,Term 2,6.75,5.08
1287,1287,297,Lamont Judron,2021-06-01,Term 3,5.5,5.67
1288,1288,297,Lamont Judron,2021-12-16,Term 4,6.75,6.33
1289,1289,297,Lamont Judron,2022-03-16,Term 5,4.0,5.42
1290,1290,297,Lamont Judron,2022-06-16,Term 6,6.0,5.58
1291,1291,354,Lambert Guite,2020-12-16,Term 1,5.0,4.75
1292,1292,354,Lambert Guite,2021-03-16,Term 2,6.25,4.67
1293,1293,354,Lambert Guite,2021-06-01,Term 3,5.0,5.42
1294,1294,354,Lambert Guite,2021-12-16,Term 4,5.5,5.58
1295,1295,354,Lambert Guite,2022-03-16,Term 5,5.75,5.42
1296,1296,354,Lambert Guite,2022-06-16,Term 6,4.25,5.17
1297,1297,318,Kym Gradly,2020-12-16,Term 1,7.0,6.42
1298,1298,318,Kym Gradly,2021-03-16,Term 2,5.0,6.17
1299,1299,318,Kym Gradly,2021-06-01,Term 3,3.25,5.08
1300,1300,318,Kym Gradly,2021-12-16,Term 4,4.75,4.33
1301,1301,318,Kym Gradly,2022-03-16,Term 5,5.5,4.5
1302,1302,318,Kym Gradly,2022-06-16,Term 6,5.5,5.25
1303,1303,291,Kristo Ciotto,2020-12-16,Term 1,6.5,5.33
1304,1304,291,Kristo Ciotto,2021-03-16,Term 2,4.25,4.83
1305,1305,291,Kristo Ciotto,2021-06-01,Term 3,5.0,5.25
1306,1306,291,Kristo Ciotto,2021-12-16,Term 4,5.25,4.83
1307,1307,291,Kristo Ciotto,2022-03-16,Term 5,6.25,5.5
1308,1308,291,Kristo Ciotto,2022-06-16,Term 6,5.25,5.58
1309,1309,77,Kristian Althorp,2020-12-16,Term 1,5.75,5.42
1310,1310,77,Kristian Althorp,2021-03-16,Term 2,5.0,5.25
1311,1311,77,Kristian Althorp,2021-06-01,Term 3,6.25,5.67
1312,1312,77,Kristian Althorp,2021-12-16,Term 4,6.75,6.0
1313,1313,77,Kristian Althorp,2022-03-16,Term 5,4.5,5.83
1314,1314,77,Kristian Althorp,2022-06-16,Term 6,5.0,5.42
1315,1315,265,Krispin Roxbrough,2020-12-16,Term 1,7.25,5.25
1316,1316,265,Krispin Roxbrough,2021-03-16,Term 2,6.75,6.5
1317,1317,265,Krispin Roxbrough,2021-06-01,Term 3,6.0,6.67
1318,1318,265,Krispin Roxbrough,2021-12-16,Term 4,3.0,5.25
1319,1319,265,Krispin Roxbrough,2022-03-16,Term 5,6.0,5.0
1320,1320,265,Krispin Roxbrough,2022-06-16,Term 6,4.75,4.58
1321,1321,296,Krispin McGorman,2020-12-16,Term 1,3.5,3.08
1322,1322,296,Krispin McGorman,2021-03-16,Term 2,4.5,3.58
1323,1323,296,Krispin McGorman,2021-06-01,Term 3,6.25,4.75
1324,1324,296,Krispin McGorman,2021-12-16,Term 4,6.0,5.58
1325,1325,296,Krispin McGorman,2022-03-16,Term 5,5.75,6.0
1326,1326,296,Krispin McGorman,2022-06-16,Term 6,3.75,5.17
1327,1327,25,Kore Jaze,2020-12-16,Term 1,3.75,4.92
1328,1328,25,Kore Jaze,2021-03-16,Term 2,4.25,4.67
1329,1329,25,Kore Jaze,2021-06-01,Term 3,4.5,4.17
1330,1330,25,Kore Jaze,2021-12-16,Term 4,3.0,3.92
1331,1331,25,Kore Jaze,2022-03-16,Term 5,5.75,4.42
1332,1332,25,Kore Jaze,2022-06-16,Term 6,5.25,4.67
1333,1333,178,Koenraad Woodwin,2020-12-16,Term 1,4.75,5.33
1334,1334,178,Koenraad Woodwin,2021-03-16,Term 2,6.75,6.0
1335,1335,178,Koenraad Woodwin,2021-06-01,Term 3,5.25,5.58
1336,1336,178,Koenraad Woodwin,2021-12-16,Term 4,5.0,5.67
1337,1337,178,Koenraad Woodwin,2022-03-16,Term 5,3.75,4.67
1338,1338,178,Koenraad Woodwin,2022-06-16,Term 6,4.25,4.33
1339,1339,248,Kirstyn Banaszewski,2020-12-16,Term 1,5.0,5.92
1340,1340,248,Kirstyn Banaszewski,2021-03-16,Term 2,6.75,6.42
1341,1341,248,Kirstyn Banaszewski,2021-06-01,Term 3,5.0,5.58
1342,1342,248,Kirstyn Banaszewski,2021-12-16,Term 4,6.75,6.17
1343,1343,248,Kirstyn Banaszewski,2022-03-16,Term 5,4.0,5.25
1344,1344,248,Kirstyn Banaszewski,2022-06-16,Term 6,7.0,5.92
1345,1345,406,Kippy Gildroy,2020-12-16,Term 1,2.75,3.17
1346,1346,406,Kippy Gildroy,2021-03-16,Term 2,4.75,3.58
1347,1347,406,Kippy Gildroy,2021-06-01,Term 3,4.0,3.83
1348,1348,406,Kippy Gildroy,2021-12-16,Term 4,4.0,4.25
1349,1349,406,Kippy Gildroy,2022-03-16,Term 5,4.0,4.0
1350,1350,406,Kippy Gildroy,2022-06-16,Term 6,4.25,4.08
1351,1351,447,Kim Franks,2020-12-16,Term 1,6.5,5.08
1352,1352,447,Kim Franks,2021-03-16,Term 2,4.0,5.08
1353,1353,447,Kim Franks,2021-06-01,Term 3,2.5,4.33
1354,1354,447,Kim Franks,2021-12-16,Term 4,5.75,4.08
1355,1355,447,Kim Franks,2022-03-16,Term 5,4.75,4.33
1356,1356,447,Kim Franks,2022-06-16,Term 6,4.5,5.0
1357,1357,104,Kiley Selway,2020-12-16,Term 1,4.25,4.0
1358,1358,104,Kiley Selway,2021-03-16,Term 2,5.5,4.42
1359,1359,104,Kiley Selway,2021-06-01,Term 3,5.75,5.17
1360,1360,104,Kiley Selway,2021-12-16,Term 4,4.0,5.08
1361,1361,104,Kiley Selway,2022-03-16,Term 5,3.75,4.5
1362,1362,104,Kiley Selway,2022-06-16,Term 6,7.5,5.08
1363,1363,301,Ki Berwick,2020-12-16,Term 1,3.25,4.17
1364,1364,301,Ki Berwick,2021-03-16,Term 2,5.25,4.5
1365,1365,301,Ki Berwick,2021-06-01,Term 3,3.75,4.08
1366,1366,301,Ki Berwick,2021-12-16,Term 4,5.75,4.92
1367,1367,301,Ki Berwick,2022-03-16,Term 5,6.75,5.42
1368,1368,301,Ki Berwick,2022-06-16,Term 6,5.5,6.0
1369,1369,460,Kermy Nottingham,2020-12-16,Term 1,3.75,6.0
1370,1370,460,Kermy Nottingham,2021-03-16,Term 2,4.75,5.0
1371,1371,460,Kermy Nottingham,2021-06-01,Term 3,7.0,5.17
1372,1372,460,Kermy Nottingham,2021-12-16,Term 4,3.5,5.08
1373,1373,460,Kermy Nottingham,2022-03-16,Term 5,5.25,5.25
1374,1374,460,Kermy Nottingham,2022-06-16,Term 6,3.5,4.08
1375,1375,146,Keri Kulas,2020-12-16,Term 1,4.5,4.83
1376,1376,146,Keri Kulas,2021-03-16,Term 2,3.5,4.17
1377,1377,146,Keri Kulas,2021-06-01,Term 3,4.75,4.25
1378,1378,146,Keri Kulas,2021-12-16,Term 4,4.75,4.33
1379,1379,146,Keri Kulas,2022-03-16,Term 5,5.0,4.83
1380,1380,146,Keri Kulas,2022-06-16,Term 6,4.5,4.75
1381,1381,234,Kennith Bevan,2020-12-16,Term 1,4.75,4.67
1382,1382,234,Kennith Bevan,2021-03-16,Term 2,5.0,4.92
1383,1383,234,Kennith Bevan,2021-06-01,Term 3,5.25,5.0
1384,1384,234,Kennith Bevan,2021-12-16,Term 4,4.5,4.92
1385,1385,234,Kennith Bevan,2022-03-16,Term 5,6.0,5.25
1386,1386,234,Kennith Bevan,2022-06-16,Term 6,4.25,4.92
1387,1387,308,Kelcey Pershouse,2020-12-16,Term 1,2.5,4.17
1388,1388,308,Kelcey Pershouse,2021-03-16,Term 2,4.0,3.25
1389,1389,308,Kelcey Pershouse,2021-06-01,Term 3,3.25,3.25
1390,1390,308,Kelcey Pershouse,2021-12-16,Term 4,5.0,4.08
1391,1391,308,Kelcey Pershouse,2022-03-16,Term 5,5.75,4.67
1392,1392,308,Kelcey Pershouse,2022-06-16,Term 6,6.25,5.67
1393,1393,221,Katleen Tissell,2020-12-16,Term 1,3.75,3.75
1394,1394,221,Katleen Tissell,2021-03-16,Term 2,6.25,4.83
1395,1395,221,Katleen Tissell,2021-06-01,Term 3,6.0,5.33
1396,1396,221,Katleen Tissell,2021-12-16,Term 4,4.75,5.67
1397,1397,221,Katleen Tissell,2022-03-16,Term 5,4.75,5.17
1398,1398,221,Katleen Tissell,2022-06-16,Term 6,4.25,4.58
1399,1399,274,Karlyn Sutherden,2020-12-16,Term 1,5.5,5.33
1400,1400,274,Karlyn Sutherden,2021-03-16,Term 2,5.25,4.67
1401,1401,274,Karlyn Sutherden,2021-06-01,Term 3,4.0,4.92
1402,1402,274,Karlyn Sutherden,2021-12-16,Term 4,5.75,5.0
1403,1403,274,Karlyn Sutherden,2022-03-16,Term 5,4.75,4.83
1404,1404,274,Karlyn Sutherden,2022-06-16,Term 6,2.25,4.25
1405,1405,473,Karena Raymond,2020-12-16,Term 1,6.75,7.17
1406,1406,473,Karena Raymond,2021-03-16,Term 2,4.75,5.92
1407,1407,473,Karena Raymond,2021-06-01,Term 3,5.0,5.5
1408,1408,473,Karena Raymond,2021-12-16,Term 4,4.75,4.83
1409,1409,473,Karena Raymond,2022-03-16,Term 5,3.25,4.33
1410,1410,473,Karena Raymond,2022-06-16,Term 6,4.75,4.25
1411,1411,231,Karalee Perritt,2020-12-16,Term 1,2.25,3.33
1412,1412,231,Karalee Perritt,2021-03-16,Term 2,4.0,3.33
1413,1413,231,Karalee Perritt,2021-06-01,Term 3,6.5,4.25
1414,1414,231,Karalee Perritt,2021-12-16,Term 4,4.25,4.92
1415,1415,231,Karalee Perritt,2022-03-16,Term 5,5.75,5.5
1416,1416,231,Karalee Perritt,2022-06-16,Term 6,5.0,5.0
1417,1417,396,Kara Assad,2020-12-16,Term 1,5.0,4.67
1418,1418,396,Kara Assad,2021-03-16,Term 2,4.25,5.17
1419,1419,396,Kara Assad,2021-06-01,Term 3,7.0,5.42
1420,1420,396,Kara Assad,2021-12-16,Term 4,3.75,5.0
1421,1421,396,Kara Assad,2022-03-16,Term 5,5.75,5.5
1422,1422,396,Kara Assad,2022-06-16,Term 6,4.0,4.5
1423,1423,179,Kamila Leckenby,2020-12-16,Term 1,5.0,4.33
1424,1424,179,Kamila Leckenby,2021-03-16,Term 2,5.75,5.0
1425,1425,179,Kamila Leckenby,2021-06-01,Term 3,4.5,5.08
1426,1426,179,Kamila Leckenby,2021-12-16,Term 4,2.5,4.25
1427,1427,179,Kamila Leckenby,2022-03-16,Term 5,3.5,3.5
1428,1428,179,Kamila Leckenby,2022-06-16,Term 6,4.75,3.58
1429,1429,451,Kalina Franklyn,2020-12-16,Term 1,6.75,6.08
1430,1430,451,Kalina Franklyn,2021-03-16,Term 2,5.25,6.25
1431,1431,451,Kalina Franklyn,2021-06-01,Term 3,6.5,6.17
1432,1432,451,Kalina Franklyn,2021-12-16,Term 4,4.0,5.25
1433,1433,451,Kalina Franklyn,2022-03-16,Term 5,5.75,5.42
1434,1434,451,Kalina Franklyn,2022-06-16,Term 6,5.25,5.0
1435,1435,214,Julio Arnaldy,2020-12-16,Term 1,3.5,3.92
1436,1436,214,Julio Arnaldy,2021-03-16,Term 2,6.75,4.75
1437,1437,214,Julio Arnaldy,2021-06-01,Term 3,4.75,5.0
1438,1438,214,Julio Arnaldy,2021-12-16,Term 4,5.0,5.5
1439,1439,214,Julio Arnaldy,2022-03-16,Term 5,7.25,5.67
1440,1440,214,Julio Arnaldy,2022-06-16,Term 6,5.25,5.83
1441,1441,170,Julianna Carnegie,2020-12-16,Term 1,4.0,4.83
1442,1442,170,Julianna Carnegie,2021-03-16,Term 2,5.5,4.67
1443,1443,170,Julianna Carnegie,2021-06-01,Term 3,5.5,5.0
1444,1444,170,Julianna Carnegie,2021-12-16,Term 4,4.75,5.25
1445,1445,170,Julianna Carnegie,2022-03-16,Term 5,5.75,5.33
1446,1446,170,Julianna Carnegie,2022-06-16,Term 6,3.5,4.67
1447,1447,36,Juliana Paoletto,2020-12-16,Term 1,3.25,4.0
1448,1448,36,Juliana Paoletto,2021-03-16,Term 2,3.75,3.25
1449,1449,36,Juliana Paoletto,2021-06-01,Term 3,5.0,4.0
1450,1450,36,Juliana Paoletto,2021-12-16,Term 4,5.0,4.58
1451,1451,36,Juliana Paoletto,2022-03-16,Term 5,3.25,4.42
1452,1452,36,Juliana Paoletto,2022-06-16,Term 6,2.75,3.67
1453,1453,72,Jourdain Maffey,2020-12-16,Term 1,4.75,4.75
1454,1454,72,Jourdain Maffey,2021-03-16,Term 2,3.5,4.42
1455,1455,72,Jourdain Maffey,2021-06-01,Term 3,3.75,4.0
1456,1456,72,Jourdain Maffey,2021-12-16,Term 4,4.0,3.75
1457,1457,72,Jourdain Maffey,2022-03-16,Term 5,4.0,3.92
1458,1458,72,Jourdain Maffey,2022-06-16,Term 6,4.75,4.25
1459,1459,224,Joshuah Fusco,2020-12-16,Term 1,2.75,3.08
1460,1460,224,Joshuah Fusco,2021-03-16,Term 2,5.75,3.83
1461,1461,224,Joshuah Fusco,2021-06-01,Term 3,5.0,4.5
1462,1462,224,Joshuah Fusco,2021-12-16,Term 4,4.25,5.0
1463,1463,224,Joshuah Fusco,2022-03-16,Term 5,3.5,4.25
1464,1464,224,Joshuah Fusco,2022-06-16,Term 6,4.0,3.92
1465,1465,441,Jon Peachman,2020-12-16,Term 1,4.75,5.08
1466,1466,441,Jon Peachman,2021-03-16,Term 2,7.25,5.0
1467,1467,441,Jon Peachman,2021-06-01,Term 3,4.5,5.5
1468,1468,441,Jon Peachman,2021-12-16,Term 4,7.5,6.42
1469,1469,441,Jon Peachman,2022-03-16,Term 5,6.25,6.08
1470,1470,441,Jon Peachman,2022-06-16,Term 6,4.0,5.92
1471,1471,401,Jon Lyte,2020-12-16,Term 1,5.0,4.67
1472,1472,401,Jon Lyte,2021-03-16,Term 2,4.0,4.58
1473,1473,401,Jon Lyte,2021-06-01,Term 3,3.25,4.08
1474,1474,401,Jon Lyte,2021-12-16,Term 4,3.5,3.58
1475,1475,401,Jon Lyte,2022-03-16,Term 5,7.25,4.67
1476,1476,401,Jon Lyte,2022-06-16,Term 6,5.0,5.25
1477,1477,105,Jolyn McBay,2020-12-16,Term 1,6.75,6.0
1478,1478,105,Jolyn McBay,2021-03-16,Term 2,6.75,7.0
1479,1479,105,Jolyn McBay,2021-06-01,Term 3,4.5,6.0
1480,1480,105,Jolyn McBay,2021-12-16,Term 4,5.75,5.67
1481,1481,105,Jolyn McBay,2022-03-16,Term 5,4.5,4.92
1482,1482,105,Jolyn McBay,2022-06-16,Term 6,5.75,5.33
1483,1483,315,Johannah Karlsen,2020-12-16,Term 1,6.0,6.33
1484,1484,315,Johannah Karlsen,2021-03-16,Term 2,4.0,5.83
1485,1485,315,Johannah Karlsen,2021-06-01,Term 3,5.5,5.17
1486,1486,315,Johannah Karlsen,2021-12-16,Term 4,6.25,5.25
1487,1487,315,Johannah Karlsen,2022-03-16,Term 5,5.75,5.83
1488,1488,315,Johannah Karlsen,2022-06-16,Term 6,3.5,5.17
1489,1489,371,Jock Foskew,2020-12-16,Term 1,3.0,4.5
1490,1490,371,Jock Foskew,2021-03-16,Term 2,5.75,4.83
1491,1491,371,Jock Foskew,2021-06-01,Term 3,6.5,5.08
1492,1492,371,Jock Foskew,2021-12-16,Term 4,5.25,5.83
1493,1493,371,Jock Foskew,2022-03-16,Term 5,2.5,4.75
1494,1494,371,Jock Foskew,2022-06-16,Term 6,5.5,4.42
1495,1495,73,Jobyna Scaplehorn,2020-12-16,Term 1,5.75,4.83
1496,1496,73,Jobyna Scaplehorn,2021-03-16,Term 2,6.0,5.5
1497,1497,73,Jobyna Scaplehorn,2021-06-01,Term 3,5.75,5.83
1498,1498,73,Jobyna Scaplehorn,2021-12-16,Term 4,4.5,5.42
1499,1499,73,Jobyna Scaplehorn,2022-03-16,Term 5,3.75,4.67
1500,1500,73,Jobyna Scaplehorn,2022-06-16,Term 6,4.75,4.33
1501,1501,87,Jill Causer,2020-12-16,Term 1,6.5,6.42
1502,1502,87,Jill Causer,2021-03-16,Term 2,3.0,5.17
1503,1503,87,Jill Causer,2021-06-01,Term 3,5.75,5.08
1504,1504,87,Jill Causer,2021-12-16,Term 4,4.75,4.5
1505,1505,87,Jill Causer,2022-03-16,Term 5,4.75,5.08
1506,1506,87,Jill Causer,2022-06-16,Term 6,6.75,5.42
1507,1507,12,Jewel Alenichicov,2020-12-16,Term 1,5.25,4.58
1508,1508,12,Jewel Alenichicov,2021-03-16,Term 2,5.5,4.83
1509,1509,12,Jewel Alenichicov,2021-06-01,Term 3,5.25,5.33
1510,1510,12,Jewel Alenichicov,2021-12-16,Term 4,5.75,5.5
1511,1511,12,Jewel Alenichicov,2022-03-16,Term 5,4.75,5.25
1512,1512,12,Jewel Alenichicov,2022-06-16,Term 6,3.75,4.75
1513,1513,488,Jessika Loutheane,2020-12-16,Term 1,4.5,4.17
1514,1514,488,Jessika Loutheane,2021-03-16,Term 2,4.0,4.42
1515,1515,488,Jessika Loutheane,2021-06-01,Term 3,5.0,4.5
1516,1516,488,Jessika Loutheane,2021-12-16,Term 4,7.0,5.33
1517,1517,488,Jessika Loutheane,2022-03-16,Term 5,4.75,5.58
1518,1518,488,Jessika Loutheane,2022-06-16,Term 6,7.0,6.25
1519,1519,498,Jessie Jentzsch,2020-12-16,Term 1,5.5,5.75
1520,1520,498,Jessie Jentzsch,2021-03-16,Term 2,5.5,6.0
1521,1521,498,Jessie Jentzsch,2021-06-01,Term 3,3.5,4.83
1522,1522,498,Jessie Jentzsch,2021-12-16,Term 4,6.25,5.08
1523,1523,498,Jessie Jentzsch,2022-03-16,Term 5,7.5,5.75
1524,1524,498,Jessie Jentzsch,2022-06-16,Term 6,5.75,6.5
1525,1525,15,Jessi Biggen,2020-12-16,Term 1,3.5,4.08
1526,1526,15,Jessi Biggen,2021-03-16,Term 2,3.5,3.75
1527,1527,15,Jessi Biggen,2021-06-01,Term 3,7.25,4.75
1528,1528,15,Jessi Biggen,2021-12-16,Term 4,5.75,5.5
1529,1529,15,Jessi Biggen,2022-03-16,Term 5,7.0,6.67
1530,1530,15,Jessi Biggen,2022-06-16,Term 6,4.25,5.67
1531,1531,1,Jessey Watkiss,2020-12-16,Term 1,6.5,
1532,1532,1,Jessey Watkiss,2021-03-16,Term 2,4.25,
1533,1533,1,Jessey Watkiss,2021-06-01,Term 3,4.0,4.92
1534,1534,1,Jessey Watkiss,2021-12-16,Term 4,5.25,4.5
1535,1535,1,Jessey Watkiss,2022-03-16,Term 5,2.5,3.92
1536,1536,1,Jessey Watkiss,2022-06-16,Term 6,3.75,3.83
1537,1537,3,Jerrold Avrahamian,2020-12-16,Term 1,5.75,5.25
1538,1538,3,Jerrold Avrahamian,2021-03-16,Term 2,4.75,5.5
1539,1539,3,Jerrold Avrahamian,2021-06-01,Term 3,6.0,5.5
1540,1540,3,Jerrold Avrahamian,2021-12-16,Term 4,6.25,5.67
1541,1541,3,Jerrold Avrahamian,2022-03-16,Term 5,5.0,5.75
1542,1542,3,Jerrold Avrahamian,2022-06-16,Term 6,5.25,5.5
1543,1543,311,Jerri Basek,2020-12-16,Term 1,5.0,6.0
1544,1544,311,Jerri Basek,2021-03-16,Term 2,4.75,5.25
1545,1545,311,Jerri Basek,2021-06-01,Term 3,4.75,4.83
1546,1546,311,Jerri Basek,2021-12-16,Term 4,3.75,4.42
1547,1547,311,Jerri Basek,2022-03-16,Term 5,3.5,4.0
1548,1548,311,Jerri Basek,2022-06-16,Term 6,3.5,3.58
1549,1549,470,Jennee Boynton,2020-12-16,Term 1,5.5,6.25
1550,1550,470,Jennee Boynton,2021-03-16,Term 2,6.5,6.5
1551,1551,470,Jennee Boynton,2021-06-01,Term 3,3.0,5.0
